"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en.x","countrycode_wb","category","core capacity","recipient","total disbursed","iso3","countrycode_en.y"
"Aruba","ABW","Latin America & Caribbean","High income",NA,NA,"Aruba","ABW","Detect","National Laboratory System","Aruba",142093,"ABW",NA
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Prevent","Antimicrobial Resistance (AMR)","Afghanistan",193611,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Prevent","Food Safety","Afghanistan",33086014,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Prevent","Immunization","Afghanistan",313305552,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Respond","Linking Public Health and Security Authorities","Afghanistan",52303,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Respond","Medical Countermeasures and Personnel Deployment","Afghanistan",6768581,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Detect","National Laboratory System","Afghanistan",127753043,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Prevent","National Legislation, Policy, and Financing","Afghanistan",102065045,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Other","Point of Entry (PoE)","Afghanistan",2040364,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Respond","Preparedness","Afghanistan",4674118,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Detect","Real Time Surveillance","Afghanistan",142689022,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Detect","Reporting","Afghanistan",126696305,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Respond","Risk Communication","Afghanistan",69673,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Unspecified","Unspecified","Afghanistan",701889446,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Detect","Workforce Development","Afghanistan",45894482,"AFG","Afghanistan"
"Afghanistan","AFG","South Asia","Low income","IDA","HIPC","Afghanistan","AFG","Prevent","Zoonotic Disease","Afghanistan",26720947,"AFG","Afghanistan"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Prevent","Antimicrobial Resistance (AMR)","Angola",5397611,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Prevent","Biosafety and Biosecurity","Angola",280881,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Prevent","Immunization","Angola",72115559,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Respond","Medical Countermeasures and Personnel Deployment","Angola",53743469,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Detect","National Laboratory System","Angola",109604819,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Prevent","National Legislation, Policy, and Financing","Angola",91569527,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Respond","Preparedness","Angola",3909852,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Detect","Real Time Surveillance","Angola",208476637,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Detect","Reporting","Angola",199792695,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Respond","Risk Communication","Angola",80618,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Unspecified","Unspecified","Angola",360479320,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Detect","Workforce Development","Angola",24587336,"AGO","Angola"
"Angola","AGO","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Angola","AGO","Prevent","Zoonotic Disease","Angola",144268,"AGO","Angola"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Prevent","Antimicrobial Resistance (AMR)","Albania",20104,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Prevent","Food Safety","Albania",1787474,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Prevent","Immunization","Albania",5527546,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Respond","Medical Countermeasures and Personnel Deployment","Albania",19958,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Detect","National Laboratory System","Albania",195875,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Prevent","National Legislation, Policy, and Financing","Albania",85545,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Respond","Preparedness","Albania",39916,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Detect","Real Time Surveillance","Albania",90095,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Respond","Risk Communication","Albania",35794,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Unspecified","Unspecified","Albania",32560832,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Detect","Workforce Development","Albania",3018933,"ALB","Albania"
"Albania","ALB","Europe & Central Asia","Upper middle income","IBRD",NA,"Albania","ALB","Prevent","Zoonotic Disease","Albania",4611935,"ALB","Albania"
"Andorra","AND","Europe & Central Asia","High income",NA,NA,"Andorra","AND",NA,NA,NA,NA,NA,NA
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Prevent","Antimicrobial Resistance (AMR)","United Arab Emirates",2786,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Prevent","Food Safety","United Arab Emirates",7142,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Prevent","Immunization","United Arab Emirates",28,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Detect","National Laboratory System","United Arab Emirates",7142,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Other","Radiation Emergencies","United Arab Emirates",7142,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Detect","Real Time Surveillance","United Arab Emirates",4589,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Unspecified","Unspecified","United Arab Emirates",326681,"ARE","United Arab Emirates"
"United Arab Emirates","ARE","Middle East & North Africa","High income",NA,NA,"United Arab Emirates","ARE","Prevent","Zoonotic Disease","United Arab Emirates",2786,"ARE","United Arab Emirates"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Prevent","Antimicrobial Resistance (AMR)","Argentina",22359,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Prevent","Food Safety","Argentina",123033,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Prevent","Immunization","Argentina",13016637,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Detect","National Laboratory System","Argentina",1299612,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Prevent","National Legislation, Policy, and Financing","Argentina",829136,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Other","Radiation Emergencies","Argentina",39102,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Detect","Real Time Surveillance","Argentina",2997237,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Detect","Reporting","Argentina",586198,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Unspecified","Unspecified","Argentina",246034191,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Detect","Workforce Development","Argentina",1467231,"ARG","Argentina"
"Argentina","ARG","Latin America & Caribbean","Upper middle income","IBRD",NA,"Argentina","ARG","Prevent","Zoonotic Disease","Argentina",1699872,"ARG","Argentina"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Prevent","Antimicrobial Resistance (AMR)","Armenia",12334774,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Prevent","Food Safety","Armenia",825155,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Prevent","Immunization","Armenia",7787832,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Respond","Medical Countermeasures and Personnel Deployment","Armenia",11953927,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Detect","National Laboratory System","Armenia",12132829,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Prevent","National Legislation, Policy, and Financing","Armenia",16858024,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Respond","Preparedness","Armenia",65647,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Other","Radiation Emergencies","Armenia",16575,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Detect","Real Time Surveillance","Armenia",30273992,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Detect","Reporting","Armenia",0,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Respond","Risk Communication","Armenia",17731,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Unspecified","Unspecified","Armenia",39020077,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Detect","Workforce Development","Armenia",3661763,"ARM","Armenia"
"Armenia","ARM","Europe & Central Asia","Upper middle income","IBRD",NA,"Armenia","ARM","Prevent","Zoonotic Disease","Armenia",1404037,"ARM","Armenia"
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Prevent","Antimicrobial Resistance (AMR)","American Samoa",2268,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Prevent","Food Safety","American Samoa",5579465,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Prevent","Immunization","American Samoa",40657,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Detect","National Laboratory System","American Samoa",3838,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Prevent","National Legislation, Policy, and Financing","American Samoa",877472,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Other","Point of Entry (PoE)","American Samoa",2523534,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Respond","Preparedness","American Samoa",2226666,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Detect","Real Time Surveillance","American Samoa",1229342,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Detect","Reporting","American Samoa",669833,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Unspecified","Unspecified","American Samoa",6820101,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Detect","Workforce Development","American Samoa",451176,"ASM",NA
"American Samoa","ASM","East Asia & Pacific","Upper middle income",NA,NA,"American Samoa","ASM","Prevent","Zoonotic Disease","American Samoa",6883085,"ASM",NA
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Prevent","Antimicrobial Resistance (AMR)","Antigua and Barbuda",3000,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Prevent","Immunization","Antigua and Barbuda",4736,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Detect","National Laboratory System","Antigua and Barbuda",15110,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Prevent","National Legislation, Policy, and Financing","Antigua and Barbuda",24009,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Detect","Real Time Surveillance","Antigua and Barbuda",10110,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Detect","Reporting","Antigua and Barbuda",8398,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Unspecified","Unspecified","Antigua and Barbuda",2285396,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Detect","Workforce Development","Antigua and Barbuda",23520,"ATG","Antigua and Barbuda"
"Antigua and Barbuda","ATG","Latin America & Caribbean","High income","IBRD",NA,"Antigua & Barbuda","ATG","Prevent","Zoonotic Disease","Antigua and Barbuda",3000,"ATG","Antigua and Barbuda"
"Australia","AUS","East Asia & Pacific","High income",NA,NA,"Australia","AUS","Prevent","Immunization","Australia",74204,"AUS","Australia"
"Australia","AUS","East Asia & Pacific","High income",NA,NA,"Australia","AUS","Unspecified","Unspecified","Australia",1075251,"AUS","Australia"
"Austria","AUT","Europe & Central Asia","High income",NA,"EMU","Austria","AUT",NA,NA,NA,NA,NA,NA
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Prevent","Antimicrobial Resistance (AMR)","Azerbaijan",34688993,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Prevent","Food Safety","Azerbaijan",157905,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Prevent","Immunization","Azerbaijan",5309996,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Respond","Medical Countermeasures and Personnel Deployment","Azerbaijan",28068,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Detect","National Laboratory System","Azerbaijan",31424839,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Prevent","National Legislation, Policy, and Financing","Azerbaijan",753535,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Respond","Preparedness","Azerbaijan",56136,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Other","Radiation Emergencies","Azerbaijan",160405,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Detect","Real Time Surveillance","Azerbaijan",6212873,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Detect","Reporting","Azerbaijan",10068773,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Respond","Risk Communication","Azerbaijan",28068,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Unspecified","Unspecified","Azerbaijan",9092153,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Detect","Workforce Development","Azerbaijan",20891266,"AZE","Azerbaijan"
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income","IBRD",NA,"Azerbaijan","AZE","Prevent","Zoonotic Disease","Azerbaijan",222654,"AZE","Azerbaijan"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Prevent","Antimicrobial Resistance (AMR)","Burundi",30355,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Prevent","Food Safety","Burundi",39539327,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Prevent","Immunization","Burundi",192472360,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Respond","Linking Public Health and Security Authorities","Burundi",313931,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Respond","Medical Countermeasures and Personnel Deployment","Burundi",25131518,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Detect","National Laboratory System","Burundi",42075712,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Prevent","National Legislation, Policy, and Financing","Burundi",101240461,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Other","Point of Entry (PoE)","Burundi",6233414,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Respond","Preparedness","Burundi",55835737,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Detect","Real Time Surveillance","Burundi",79742355,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Detect","Reporting","Burundi",21414692,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Respond","Risk Communication","Burundi",500698,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Unspecified","Unspecified","Burundi",518487503,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Detect","Workforce Development","Burundi",124787738,"BDI","Burundi"
"Burundi","BDI","Sub-Saharan Africa","Low income","IDA","HIPC","Burundi","BDI","Prevent","Zoonotic Disease","Burundi",55414722,"BDI","Burundi"
"Belgium","BEL","Europe & Central Asia","High income",NA,"EMU","Belgium","BEL","Respond","Medical Countermeasures and Personnel Deployment","Belgium",22930,"BEL","Belgium"
"Belgium","BEL","Europe & Central Asia","High income",NA,"EMU","Belgium","BEL","Unspecified","Unspecified","Belgium",2386829,"BEL","Belgium"
"Belgium","BEL","Europe & Central Asia","High income",NA,"EMU","Belgium","BEL","Detect","Workforce Development","Belgium",17082977,"BEL","Belgium"
"Belgium","BEL","Europe & Central Asia","High income",NA,"EMU","Belgium","BEL","Prevent","Zoonotic Disease","Belgium",49839,"BEL","Belgium"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","Antimicrobial Resistance (AMR)","Benin",3052308,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","Biosafety and Biosecurity","Benin",816,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","Food Safety","Benin",33333700,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","Immunization","Benin",107745468,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Respond","Medical Countermeasures and Personnel Deployment","Benin",34155831,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Detect","National Laboratory System","Benin",42158837,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","National Legislation, Policy, and Financing","Benin",42587391,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Other","Point of Entry (PoE)","Benin",191212754,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Respond","Preparedness","Benin",15014801,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Other","Radiation Emergencies","Benin",109197,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Detect","Real Time Surveillance","Benin",5813135,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Detect","Reporting","Benin",136679990,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Unspecified","Unspecified","Benin",395143381,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Detect","Workforce Development","Benin",67433442,"BEN","Benin"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","Prevent","Zoonotic Disease","Benin",777099,"BEN","Benin"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","Antimicrobial Resistance (AMR)","Burkina Faso",6773664,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","Biosafety and Biosecurity","Burkina Faso",9645301,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","Food Safety","Burkina Faso",40417533,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","Immunization","Burkina Faso",235435240,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Respond","Linking Public Health and Security Authorities","Burkina Faso",396576,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Respond","Medical Countermeasures and Personnel Deployment","Burkina Faso",58869873,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Detect","National Laboratory System","Burkina Faso",90296870,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","National Legislation, Policy, and Financing","Burkina Faso",125802221,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Other","Point of Entry (PoE)","Burkina Faso",1648124,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Respond","Preparedness","Burkina Faso",50238811,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Other","Radiation Emergencies","Burkina Faso",512155,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Detect","Real Time Surveillance","Burkina Faso",52294768,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Detect","Reporting","Burkina Faso",310787243,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Respond","Risk Communication","Burkina Faso",9967133,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Unspecified","Unspecified","Burkina Faso",701124026,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Detect","Workforce Development","Burkina Faso",75714440,"BFA","Burkina Faso"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","Prevent","Zoonotic Disease","Burkina Faso",41900582,"BFA","Burkina Faso"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Prevent","Antimicrobial Resistance (AMR)","Bangladesh",24757166,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Prevent","Biosafety and Biosecurity","Bangladesh",151217500,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Prevent","Food Safety","Bangladesh",128880371,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Prevent","Immunization","Bangladesh",772148120,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Respond","Linking Public Health and Security Authorities","Bangladesh",194827,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Respond","Medical Countermeasures and Personnel Deployment","Bangladesh",13157050,"BGD","Bangladesh"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","Detect","National Laboratory System","Bangladesh",173012021,"BGD","Bangladesh"
